seed_id,citing_openalex_id,citing_doi,citing_mag,citing_pmid,citing_year,citing_decade,citing_type,citing_type_crossref,citing_is_retracted,citing_language,citing_cited_by_count,citing_primary_topic,citing_primary_field,citing_primary_subfield,citing_primary_source,citing_is_oa,citing_oa_url,citing_title,cites_target_ids,cites_n_target_editions
meadows_1972_limits_to_growth,https://openalex.org/W2031105677,https://doi.org/10.1016/j.envsoft.2008.11.009,2031105677,,2009,2000s,article,,False,en,53,Land Use and Ecosystem Services,Environmental Science,Global and Planetary Change,Environmental Modelling & Software,False,,Sharing the floodplain: Mediated modeling for environmental management,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2087159592,https://doi.org/10.1016/j.enpol.2014.05.003,2087159592,,2014,2010s,article,,False,en,53,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Energy Policy,True,http://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-225554,Growth curves and sustained commissioning modelling of renewable energy: Investigating resource constraints for wind energy,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2138830502,https://doi.org/10.1177/0095399703256968,2138830502,,2004,2000s,article,,False,en,53,Property Rights and Legal Doctrine,Social Sciences,Law,Administration & Society,False,,Toward a New Governance Paradigm for Environmental and Natural Resources Management in the 21st Century?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2141440065,https://doi.org/10.18757/ejtir.2004.4.1.4256,2141440065,,2004,2000s,article,,False,en,53,Environmental and Social Impact Assessments,Environmental Science,"Management, Monitoring, Policy and Law",European journal of transport and infrastructure research,True,https://journals.open.tudelft.nl/ejtir/article/download/4256/4158,Backcasting as a Tool for Sustainable Transport Policy Making,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2227390552,,2227390552,,2002,2000s,article,,False,en,53,Sustainable Development and Environmental Management,Environmental Science,"Management, Monitoring, Policy and Law",,False,,Re-defining the concepts of waste and waste management : evolving the Theory of Waste Management,W225706379|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2804220178,https://doi.org/10.1007/s12571-018-0796-1,2804220178,,2018,2010s,article,,False,en,53,Agricultural Innovations and Practices,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Food Security,False,,"Converting ‘trade-offs’ to ‘trade-ons’ for greatly enhanced food security in Africa: multiple environmental, economic and social benefits from ‘socially modified crops’",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W633685038,https://doi.org/10.5860/choice.50-5671,633685038,,2013,2010s,article,,False,en,53,Urban and Rural Development Challenges,Social Sciences,Urban Studies,Choice Reviews Online,False,,Urban sustainability: a global perspective,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2165953408,https://doi.org/10.1016/j.cities.2010.04.002,2165953408,,2010,2010s,article,,False,en,52,Urban Transport and Accessibility,Social Sciences,Transportation,Cities,False,,Sustainable transport and the modernisation of urban transport in Delhi and Stockholm,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2468962083,https://doi.org/10.1007/s11367-016-1152-3,2468962083,,2016,2010s,article,,False,en,52,Extraction and Separation Processes,Engineering,Mechanical Engineering,The International Journal of Life Cycle Assessment,False,,Resource depletion assessment of renewable electricity generation technologies—comparison of life cycle impact assessment methods with focus on mineral resources,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3094426787,https://doi.org/10.1007/s10584-020-02897-x,3094426787,,2020,2020s,article,,False,en,52,Climate Change Communication and Perception,Social Sciences,Sociology and Political Science,Climatic Change,True,https://www.osti.gov/biblio/1820851,"The Earth has humans, so why don’t our climate models?",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2040728247,https://doi.org/10.1080/00131910600748026,2040728247,,2006,2000s,article,,False,en,51,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Educational Review,False,,Education and sustainable development: a political analysis,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2041187435,https://doi.org/10.1177/0738894210388079,2041187435,,2011,2010s,article,,False,en,51,Sports Analytics and Performance,"Economics, Econometrics and Finance",Economics and Econometrics,Conflict Management and Peace Science,True,https://kops.uni-konstanz.de/server/api/core/bitstreams/9236f0fd-1cb7-4650-aa63-2a55bebfe97b/content,Forecasting in International Relations,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2071619350,https://doi.org/10.1080/09613218.2010.481438,2071619350,,2010,2010s,article,,False,en,51,"Energy, Environment, and Transportation Policies",Energy,"Renewable Energy, Sustainability and the Environment",Building Research & Information,False,,"Domestic energy use, lifestyles and POE: past lessons for current problems",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2486044347,https://doi.org/10.1017/s0940739116000084,2486044347,,2016,2010s,article,,False,en,51,"Indigenous Health, Education, and Rights",Social Sciences,Health,International Journal of Cultural Property,False,,Sustainability Concepts in Indigenous and Non-Indigenous Cultures,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2623926353,https://doi.org/10.1016/j.erss.2017.05.028,2623926353,,2017,2010s,article,,False,en,51,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Energy Research & Social Science,True,http://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-329608,Post-conventional energy futures: Rendering Europe's shale gas resources governable,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2808203783,https://doi.org/10.1016/j.jclepro.2018.06.147,2808203783,,2018,2010s,article,,False,en,51,Multi-Criteria Decision Making,Decision Sciences,Management Science and Operations Research,Journal of Cleaner Production,False,,Performance assessment of circular economy for phosphorus chemical firms based on VIKOR-QUALIFLEX method,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2913400365,https://doi.org/10.1007/s10460-019-09913-6,2913400365,,2019,2010s,article,,False,en,51,Organic Food and Agriculture,Agricultural and Biological Sciences,Plant Science,Agriculture and Human Values,True,https://link.springer.com/content/pdf/10.1007/s10460-019-09913-6.pdf,‘Fractures’ in food practices: exploring transitions towards sustainable food,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1979186792,https://doi.org/10.1016/j.ecolecon.2008.08.019,1979186792,,2008,2000s,article,,False,en,50,Rangeland and Wildlife Management,Environmental Science,Ecology,Ecological Economics,False,,Participatory modeling of endangered wildlife systems: Simulating the sage-grouse and land use in Central Washington,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2070454671,https://doi.org/10.1111/geob.12012,2070454671,,2013,2010s,article,,False,en,50,Organic Food and Agriculture,Agricultural and Biological Sciences,Plant Science,Geografiska Annaler Series B Human Geography,False,,Environmental and evolutionary economic geography: time for eeg2?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2080736453,https://doi.org/10.1016/j.marpol.2008.04.004,2080736453,,2008,2000s,article,,False,en,50,Marine Bivalve and Aquaculture Studies,Environmental Science,Global and Planetary Change,Marine Policy,False,,Implementation barriers to establishing a sustainable coastal aquaculture sector,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2126366154,https://doi.org/10.1177/001872679104401002,2126366154,,1991,1990s,article,,False,en,50,Participatory Visual Research Methods,Social Sciences,Sociology and Political Science,Human Relations,False,,Global Social Change: A New Agenda for Social Science?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2159761352,https://doi.org/10.1079/pgr20034,2159761352,,2003,2000s,article,,False,en,50,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Plant Genetic Resources,False,,Is there a meaningful definition of sustainability?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2809759110,https://doi.org/10.1016/j.wasman.2018.06.006,2809759110,https://pubmed.ncbi.nlm.nih.gov/32559964,2018,2010s,article,,False,en,50,Municipal Solid Waste Management,Environmental Science,Industrial and Manufacturing Engineering,Waste Management,True,http://hdl.handle.net/10810/47905,"Modelling solid waste management solutions: The case of Campania, Italy",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2907086866,https://doi.org/10.1007/s11159-018-9757-3,2907086866,,2019,2010s,article,,False,en,50,Global Educational Policies and Reforms,Social Sciences,Political Science and International Relations,International Review of Education,False,,Lifelong learning challenges: Responding to migration and the Sustainable Development Goals,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2026810669,https://doi.org/10.1016/0305-750x(75)90079-0,2026810669,,1975,1970s,article,,False,en,49,Economic theories and models,"Economics, Econometrics and Finance",Economics and Econometrics,World Development,False,,Dynamic models and economic growth,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2039846237,https://doi.org/10.1111/1471-0366.00009,2039846237,,2001,2000s,article,,False,en,49,Land Rights and Reforms,Agricultural and Biological Sciences,Soil Science,Journal of Agrarian Change,False,,Telling Environmental Change Like It Is? Reﬂections on a Study in Sub‐Saharan Africa,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2101304936,https://doi.org/10.1093/wbro/lkt009,2101304936,,2014,2010s,article,,False,en,49,Global Health Care Issues,Health Professions,General Health Professions,The World Bank Research Observer,True,http://hdl.handle.net/10986/16848,"Population, Poverty, and Climate Change",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2171824862,https://doi.org/10.1080/09669582.2010.536241,2171824862,,2011,2010s,article,,False,en,49,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Journal of Sustainable Tourism,False,,Energy use and leisure consumption in Norway: an analysis and reduction strategy,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2185208167,https://doi.org/10.1007/978-1-4615-0995-0_1,2185208167,,2002,2000s,book-chapter,,False,en,49,Psychological Well-being and Life Satisfaction,Psychology,Social Psychology,,False,,Sustainable Development as a Challenge for Psychology,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2191313249,https://doi.org/10.1007/s10100-015-0417-4,2191313249,,2015,2010s,review,,False,en,49,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Central European Journal of Operations Research,False,,Energy related system dynamic models: a literature review,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2554532389,https://doi.org/10.1007/s10668-016-9882-8,2554532389,,2016,2010s,article,,False,en,49,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,Environment Development and Sustainability,False,,The relationship between population and the environment and its impact on sustainable development in Egypt using a multi-equation model,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2994151381,https://doi.org/10.1016/j.scitotenv.2019.134963,2994151381,https://pubmed.ncbi.nlm.nih.gov/31905578,2019,2010s,article,,False,en,49,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,The Science of The Total Environment,False,,Are global cities sustainability champions? A double delinking analysis of environmental performance of urban agglomerations,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1971301185,https://doi.org/10.2495/eco-v2-n1-1-9,1971301185,,2007,2000s,article,,False,en,48,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",International Journal of Ecodynamics,False,,An overview on ecological footprint and sustainable development: a chat with Mathis Wackernagel,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2054187769,https://doi.org/10.1016/j.egypro.2013.08.022,2054187769,,2013,2010s,article,,False,en,48,Global Economic and Social Development,"Economics, Econometrics and Finance",Economics and Econometrics,Energy Procedia,True,https://doi.org/10.1016/j.egypro.2013.08.022,Is there a 1970s Syndrome? Analyzing Structural Breaks in the Metabolism of Industrial Economies,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2107846193,https://doi.org/10.1016/j.resconrec.2014.02.006,2107846193,,2014,2010s,article,,False,en,48,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,Resources Conservation and Recycling,False,,Use of system dynamics for proper conservation and recycling of aggregates for sustainable road construction,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2113517863,https://doi.org/10.1016/j.agee.2009.05.002,2113517863,,2009,2000s,article,,False,en,48,"Conservation, Biodiversity, and Resource Management",Environmental Science,Global and Planetary Change,Agriculture Ecosystems & Environment,False,,Agroforestry and the search for alternatives to slash-and-burn cultivation: From technological optimism to a political economy of deforestation,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2128729292,,2128729292,,2008,2000s,book,,False,en,48,International Development and Aid,Social Sciences,Development,,False,,Development Economics through the Decades: A Critical Look at Thirty Years of the World Development Report,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2160700363,https://doi.org/10.1007/s11663-005-0047-7,2160700363,,2005,2000s,article,,False,en,48,Metallurgical Processes and Thermodynamics,Engineering,Mechanical Engineering,Metallurgical and Materials Transactions B,False,,Converting an idea into a worldwide business commercializing smelting technology,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3092299496,https://doi.org/10.1080/15487733.2020.1814588,3092299496,,2020,2020s,article,,False,en,48,Sustainability and Climate Change Governance,Environmental Science,Global and Planetary Change,Sustainability Science Practice and Policy,True,https://www.tandfonline.com/doi/pdf/10.1080/15487733.2020.1814588?needAccess=true,Democratic deliberation for sustainability transformations: between constructiveness and disruption,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3122475234,https://doi.org/10.1111/sjoe.12017,3122475234,,2013,2010s,article,,False,en,48,Economic Growth and Productivity,"Economics, Econometrics and Finance",Economics and Econometrics,Scandinavian Journal of Economics,False,,Population Growth and Natural‐Resource Scarcity: Long‐Run Development under Seemingly Unfavorable Conditions,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1991302600,https://doi.org/10.1590/s1679-39512004000100002,1991302600,,2004,2000s,article,,False,pt,47,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Cadernos EBAPE BR,True,https://www.scielo.br/j/cebape/a/k77Q3nc4KhT3cfFJS9jRKwh/?lang=pt&format=pdf,Indicadores de sustentabilidade: um levantamento dos principais sistemas de avaliação,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2001019479,https://doi.org/10.1016/j.jclepro.2011.11.057,2001019479,,2011,2010s,article,,False,en,47,Cuban History and Society,Social Sciences,Sociology and Political Science,Journal of Cleaner Production,False,,Degrowth and public health in Cuba: lessons from the past?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2057697536,https://doi.org/10.1016/j.futures.2010.11.005,2057697536,,2010,2010s,article,,False,en,47,Technology Assessment and Management,Engineering,"Safety, Risk, Reliability and Quality",Futures,False,,Methods and tools contributing to FTA: A knowledge-based perspective,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2111122192,https://doi.org/10.1098/rstb.2009.0156,2111122192,https://pubmed.ncbi.nlm.nih.gov/19770154,2009,2000s,article,,False,en,47,Economic Growth and Productivity,"Economics, Econometrics and Finance",Economics and Econometrics,Philosophical Transactions of the Royal Society B Biological Sciences,True,https://www.ncbi.nlm.nih.gov/pmc/articles/2781833,<i>Sola schola et sanitate</i> : human capital as the root cause and priority for international development?,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2141318358,https://doi.org/10.3197/096327107780160346,2141318358,,2007,2000s,article,,False,en,47,Organic Food and Agriculture,Agricultural and Biological Sciences,Plant Science,Environmental Values,False,,Cultivating Carrots and Community: Local Organic Food and Sustainable Consumption,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2146183484,https://doi.org/10.1016/j.chieco.2015.08.012,2146183484,,2015,2010s,article,,False,en,47,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,China Economic Review,False,,Population growth and the environmental Kuznets curve,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2345625111,https://doi.org/10.1016/b978-0-08-100312-1.00004-3,2345625111,,2016,2010s,book-chapter,,False,en,47,Membrane-based Ion Separation Techniques,Engineering,Biomedical Engineering,Elsevier eBooks,False,,Reverse electrodialysis,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2619339903,https://doi.org/10.1016/j.worlddev.2017.04.030,2619339903,,2017,2010s,article,,False,en,47,Sustainability and Climate Change Governance,Environmental Science,Global and Planetary Change,World Development,False,,A Comparative Framework for Assessing Sustainability Initiatives at the Regional Scale,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1970270430,https://doi.org/10.1016/j.ecolecon.2012.09.002,1970270430,,2012,2010s,article,,False,en,46,Sustainability and Climate Change Governance,Environmental Science,Global and Planetary Change,Ecological Economics,True,https://digitalcommons.library.umaine.edu/mitchellcenter_pubs/5,Giving voice to the future in sustainability: Retrospective assessment to learn prospective stakeholder engagement,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1981804791,https://doi.org/10.1016/j.enpol.2010.11.030,1981804791,,2010,2010s,article,,False,en,46,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Energy Policy,False,,The effect of natural resources on a sustainable development policy: The approach of non-sustainable externalities,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2043315508,https://doi.org/10.14448/jes.01.0001,2043315508,,2011,2010s,article,,False,en,46,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Journal of Environmental Sustainability,True,https://doi.org/10.14448/jes.01.0001,Rise and Fall of the Concept Sustainability,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2055694873,https://doi.org/10.1016/s0377-2217(00)00070-9,2055694873,,2001,2000s,article,,False,en,46,Design Education and Practice,Engineering,Mechanical Engineering,European Journal of Operational Research,False,,"Compram, a method for handling complex societal problems",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2084027921,https://doi.org/10.1016/j.envsoft.2014.01.016,2084027921,,2014,2010s,article,,False,en,46,Scientific Computing and Data Management,Decision Sciences,Information Systems and Management,Environmental Modelling & Software,False,,Design of a component-based integrated environmental modeling framework,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2483169701,https://doi.org/10.9774/gleaf.978-1-909493-40-7_11,2483169701,,2013,2010s,book-chapter,,False,en,46,Organizational Learning and Leadership,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,,False,,Sustainable business development,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2605543852,https://doi.org/10.1126/science.aal4863,2605543852,https://pubmed.ncbi.nlm.nih.gov/28428386,2017,2010s,article,,False,en,46,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Science,False,,Living by the lessons of the planet,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2739600477,https://doi.org/10.5121/ijmvsc.2015.6405,2739600477,,2015,2010s,article,,False,en,46,Value Engineering and Management,"Business, Management and Accounting",Strategy and Management,International Journal of Managing Value and Supply Chains,True,https://doi.org/10.5121/ijmvsc.2015.6405,Implementation of Value Management as an Economic Sustainability Tool for Building Construction in Nigeria,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2742439215,https://doi.org/10.1093/jae/ejx010,2742439215,,2017,2010s,article,,False,en,46,Agricultural Innovations and Practices,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Journal of African Economies,True,https://academic.oup.com/jae/article-pdf/26/suppl_1/i73/19407072/ejx010.pdf,A Green Revolution for Sub-Saharan Africa: Past Failures and Future Prospects,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1988026044,https://doi.org/10.1016/j.jclepro.2014.05.078,1988026044,,2014,2010s,article,,False,en,45,Phosphorus and nutrient management,Environmental Science,Industrial and Manufacturing Engineering,Journal of Cleaner Production,False,,A framework for the evaluation of anthropogenic resources: the case study of phosphorus stocks in Austria,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2011179116,https://doi.org/10.1007/s11625-015-0299-3,2011179116,,2015,2010s,article,,False,en,45,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Sustainability Science,False,,More growth? An unfeasible option to overcome critical energy constraints and climate change,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2020502498,https://doi.org/10.1007/s11191-011-9404-x,2020502498,,2011,2010s,article,,False,en,45,Chemistry and Chemical Engineering,Environmental Science,Environmental Chemistry,Science & Education,True,http://hdl.handle.net/10550/60527,Creating a Sustainable Future: Some Philosophical and Educational Considerations for Chemistry Teaching,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2156180805,https://doi.org/10.1111/j.1530-9290.2009.00163.x,2156180805,,2009,2000s,article,,False,en,45,"Energy, Environment, and Transportation Policies",Energy,"Renewable Energy, Sustainability and the Environment",Journal of Industrial Ecology,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1530-9290.2009.00163.x,The Dematerialization Potential of the Australian Economy,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2607962670,https://doi.org/10.1016/j.ejor.2017.04.039,2607962670,,2017,2010s,article,,False,en,45,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,European Journal of Operational Research,False,,Structured Democratic Dialogue: An application of a mathematical problem structuring method to facilitate reforms with local authorities in Cyprus,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2891809825,https://doi.org/10.1016/j.resconrec.2018.08.026,2891809825,,2018,2010s,article,,False,en,45,Extraction and Separation Processes,Engineering,Mechanical Engineering,Resources Conservation and Recycling,False,,The Hubbert peak model and assessing the threat of mineral depletion,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2916606337,https://doi.org/10.1109/jsyst.2019.2896927,2916606337,,2019,2010s,article,,False,en,45,Microgrid Control and Optimization,Engineering,Control and Systems Engineering,IEEE Systems Journal,False,,A Multilevel Distributed Hybrid Control Scheme for Islanded DC Microgrids,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2945886720,https://doi.org/10.1098/rsos.180421,2945886720,https://pubmed.ncbi.nlm.nih.gov/31218015,2019,2010s,article,,False,en,45,Innovation and Socioeconomic Development,"Business, Management and Accounting",Business and International Management,Royal Society Open Science,True,https://doi.org/10.1098/rsos.180421,The science underlying frugal innovations should not be frugal,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3155009728,https://doi.org/10.1016/j.scitotenv.2021.147015,3155009728,https://pubmed.ncbi.nlm.nih.gov/34088121,2021,2020s,review,,False,en,45,COVID-19 impact on air quality,Environmental Science,Global and Planetary Change,The Science of The Total Environment,True,https://figshare.com/articles/journal_contribution/Environmental_externalities_of_the_COVID-19_lockdown_Insights_for_sustainability_planning_in_the_Anthropocene/20669622,Environmental externalities of the COVID-19 lockdown: Insights for sustainability planning in the Anthropocene,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2007102812,https://doi.org/10.1016/j.ecocom.2014.11.007,2007102812,,2015,2010s,article,,False,en,44,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Ecological Complexity,False,,Beyond “beyond GDP indicators:” The need for reflexivity in science for governance,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2017930284,https://doi.org/10.1590/s1414-753x2004000200004,2017930284,,2004,2000s,article,,False,en,44,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Ambiente & sociedade,True,https://www.scielo.br/j/asoc/a/ktWHhRj4qwS3mZXnyzKdr4Q/?lang=en&format=pdf,Cultural change and environmentalism: a cross-national approach of mass publics and decision makers,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2053513715,https://doi.org/10.2307/2808052,2053513715,,1998,1990s,review,,False,en,44,"Insurance, Mortality, Demography, Risk Management",Social Sciences,Demography,Population and Development Review,False,,Knowledge Can Improve Forecasts: A Review of Selected Socioeconomic Population Projection Models,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2130278303,https://doi.org/10.1504/ijsd.2005.009576,2130278303,,2005,2000s,article,,False,en,44,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",International Journal of Sustainable Development,False,,Monitoring for sustainable development: a systemic framework,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2548729804,https://doi.org/10.1016/j.jclepro.2016.10.195,2548729804,,2016,2010s,article,,False,en,44,Sustainability and Climate Change Governance,Environmental Science,Global and Planetary Change,Journal of Cleaner Production,False,,Surrendering to growth? The European Union's goals for research and technology in the Horizon 2020 framework,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3035828275,https://doi.org/10.1038/s41598-020-66125-3,3035828275,https://pubmed.ncbi.nlm.nih.gov/32561760,2020,2020s,article,,False,en,44,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,Scientific Reports,True,https://www.nature.com/articles/s41598-020-66125-3.pdf,System dynamics modelling of urbanization under energy constraints in China,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W606172624,,606172624,,2012,2010s,book,,False,en,44,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Medical Entomology and Zoology,False,,Islam and Sustainable Development: New Worldviews,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1950571345,https://doi.org/10.1007/978-3-642-19733-8_1,1950571345,,2011,2010s,book-chapter,,False,en,43,Urban Planning and Valuation,Environmental Science,"Management, Monitoring, Policy and Law",Studies in computational intelligence,False,,Sustainable Development: Concepts and Methods for Its Application in Urban and Environmental Planning,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2079036862,https://doi.org/10.1177/0973408213495606,2079036862,,2013,2010s,article,,False,en,43,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Journal of Education for Sustainable Development,True,https://surfsharekit.nl/public/6f9085c1-c53d-4031-97c6-6fcf64061073,Forsaking Nature? Contesting ‘Biodiversity’ Through Competing Discourses of Sustainability,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2173642301,https://doi.org/10.1525/sod.2015.1.1.123,2173642301,,2015,2010s,article,,False,en,43,"Income, Poverty, and Inequality",Social Sciences,Sociology and Political Science,Sociology of Development,False,,Prolegomenon to a Structural Human Ecology of Human Well-Being,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2917904071,https://doi.org/10.1016/j.jclepro.2019.02.178,2917904071,,2019,2010s,article,,False,en,43,Sustainable Supply Chain Management,"Business, Management and Accounting",Strategy and Management,Journal of Cleaner Production,False,,Towards Regenerative Supply Networks: A design framework proposal,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W2972050950,https://doi.org/10.1016/j.jclepro.2019.118224,2972050950,,2019,2010s,article,,False,en,43,Regional Development and Policy,Social Sciences,Political Science and International Relations,Journal of Cleaner Production,True,http://hdl.handle.net/10773/27317,Sustainable development discourse in Smart Specialization Strategies,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3008155606,https://doi.org/10.1016/j.gecco.2020.e00989,3008155606,,2020,2020s,article,,False,en,43,Vietnamese History and Culture Studies,Social Sciences,Sociology and Political Science,Global Ecology and Conservation,True,https://emergency.copernicus.eu/mapping/system/files/components/EMSN057_01VIETNAM_PRODUCT1-2018_OVERVIEWA1_v2_300dpi.pdf,Implications on food production of the changing water cycle in the Vietnamese Mekong Delta,W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W3112230690,https://doi.org/10.1016/j.jhydrol.2020.125892,3112230690,,2020,2020s,article,,False,en,43,Water-Energy-Food Nexus Studies,Environmental Science,Water Science and Technology,Journal of Hydrology,False,,"System dynamics model for the coevolution of coupled water supply–power generation–environment systems: Upper Yangtze river Basin, China",W225706379,1
meadows_1972_limits_to_growth,https://openalex.org/W1577510907,,1577510907,,2006,2000s,article,,False,es,42,Latin American Urban Studies,Social Sciences,Urban Studies,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),False,,Medio ambiente y sustentabilidad urbana,W225706379,1
